TechCode,CropCode,Variable,Filename,Crop,Tech,Archive
R,SORG,VOP,spam2017V2r1_SSA_V_SORG_R.tif,sorghum,rainfed all,spam2017v2r1_ssa_val_prod.geotiff
R,SOYB,VOP,spam2017V2r1_SSA_V_SOYB_R.tif,soybean,rainfed all,spam2017v2r1_ssa_val_prod.geotiff
R,SUGB,VOP,spam2017V2r1_SSA_V_SUGB_R.tif,sugarbeet,rainfed all,spam2017v2r1_ssa_val_prod.geotiff
R,SUGC,VOP,spam2017V2r1_SSA_V_SUGC_R.tif,sugarcane,rainfed all,spam2017v2r1_ssa_val_prod.geotiff
R,SUNF,VOP,spam2017V2r1_SSA_V_SUNF_R.tif,sunflower,rainfed all,spam2017v2r1_ssa_val_prod.geotiff
R,SWPO,VOP,spam2017V2r1_SSA_V_SWPO_R.tif,sweet potato,rainfed all,spam2017v2r1_ssa_val_prod.geotiff
R,TEAS,VOP,spam2017V2r1_SSA_V_TEAS_R.tif,tea,rainfed all,spam2017v2r1_ssa_val_prod.geotiff
R,TEMF,VOP,spam2017V2r1_SSA_V_TEMF_R.tif,temperate fruit,rainfed all,spam2017v2r1_ssa_val_prod.geotiff
R,TOBA,VOP,spam2017V2r1_SSA_V_TOBA_R.tif,tobacco,rainfed all,spam2017v2r1_ssa_val_prod.geotiff
R,TROF,VOP,spam2017V2r1_SSA_V_TROF_R.tif,tropical fruit,rainfed all,spam2017v2r1_ssa_val_prod.geotiff
R,VEGE,VOP,spam2017V2r1_SSA_V_VEGE_R.tif,vegetables,rainfed all,spam2017v2r1_ssa_val_prod.geotiff
R,WHEA,VOP,spam2017V2r1_SSA_V_WHEA_R.tif,wheat,rainfed all,spam2017v2r1_ssa_val_prod.geotiff
R,YAMS,VOP,spam2017V2r1_SSA_V_YAMS_R.tif,yams,rainfed all,spam2017v2r1_ssa_val_prod.geotiff
S,ACOF,VOP,spam2017V2r1_SSA_V_ACOF_S.tif,arabica coffee,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,BANA,VOP,spam2017V2r1_SSA_V_BANA_S.tif,banana,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,BARL,VOP,spam2017V2r1_SSA_V_BARL_S.tif,barley,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,BEAN,VOP,spam2017V2r1_SSA_V_BEAN_S.tif,bean,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,CASS,VOP,spam2017V2r1_SSA_V_CASS_S.tif,cassava,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,CHIC,VOP,spam2017V2r1_SSA_V_CHIC_S.tif,chickpea,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,CNUT,VOP,spam2017V2r1_SSA_V_CNUT_S.tif,coconut,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,COCO,VOP,spam2017V2r1_SSA_V_COCO_S.tif,cocoa,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,COTT,VOP,spam2017V2r1_SSA_V_COTT_S.tif,cotton,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,COWP,VOP,spam2017V2r1_SSA_V_COWP_S.tif,cowpea,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,GROU,VOP,spam2017V2r1_SSA_V_GROU_S.tif,groundnut,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,LENT,VOP,spam2017V2r1_SSA_V_LENT_S.tif,lentil,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,MAIZ,VOP,spam2017V2r1_SSA_V_MAIZ_S.tif,maize,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,OCER,VOP,spam2017V2r1_SSA_V_OCER_S.tif,other cereals,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,OFIB,VOP,spam2017V2r1_SSA_V_OFIB_S.tif,other fibre crops,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,OILP,VOP,spam2017V2r1_SSA_V_OILP_S.tif,oilpalm,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,OOIL,VOP,spam2017V2r1_SSA_V_OOIL_S.tif,other oil crops,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,OPUL,VOP,spam2017V2r1_SSA_V_OPUL_S.tif,other pulses,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,ORTS,VOP,spam2017V2r1_SSA_V_ORTS_S.tif,other roots,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,PIGE,VOP,spam2017V2r1_SSA_V_PIGE_S.tif,pigeonpea,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,PLNT,VOP,spam2017V2r1_SSA_V_PLNT_S.tif,plantain,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,PMIL,VOP,spam2017V2r1_SSA_V_PMIL_S.tif,pearl millet,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,POTA,VOP,spam2017V2r1_SSA_V_POTA_S.tif,potato,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,RAPE,VOP,spam2017V2r1_SSA_V_RAPE_S.tif,rapeseed,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,RCOF,VOP,spam2017V2r1_SSA_V_RCOF_S.tif,robusta coffee,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,REST,VOP,spam2017V2r1_SSA_V_REST_S.tif,rest of crops,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,RICE,VOP,spam2017V2r1_SSA_V_RICE_S.tif,rice,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,SESA,VOP,spam2017V2r1_SSA_V_SESA_S.tif,sesameseed,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,SMIL,VOP,spam2017V2r1_SSA_V_SMIL_S.tif,small millet,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,SORG,VOP,spam2017V2r1_SSA_V_SORG_S.tif,sorghum,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,SOYB,VOP,spam2017V2r1_SSA_V_SOYB_S.tif,soybean,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,SUGB,VOP,spam2017V2r1_SSA_V_SUGB_S.tif,sugarbeet,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,SUGC,VOP,spam2017V2r1_SSA_V_SUGC_S.tif,sugarcane,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,SUNF,VOP,spam2017V2r1_SSA_V_SUNF_S.tif,sunflower,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,SWPO,VOP,spam2017V2r1_SSA_V_SWPO_S.tif,sweet potato,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,TEAS,VOP,spam2017V2r1_SSA_V_TEAS_S.tif,tea,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,TEMF,VOP,spam2017V2r1_SSA_V_TEMF_S.tif,temperate fruit,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,TOBA,VOP,spam2017V2r1_SSA_V_TOBA_S.tif,tobacco,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,TROF,VOP,spam2017V2r1_SSA_V_TROF_S.tif,tropical fruit,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,VEGE,VOP,spam2017V2r1_SSA_V_VEGE_S.tif,vegetables,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,WHEA,VOP,spam2017V2r1_SSA_V_WHEA_S.tif,wheat,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
S,YAMS,VOP,spam2017V2r1_SSA_V_YAMS_S.tif,yams,rainfed subsistence,spam2017v2r1_ssa_val_prod.geotiff
A,ACOF,PhysArea,spam2017V2r1_SSA_A_ACOF_A.tif,arabica coffee,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,BANA,PhysArea,spam2017V2r1_SSA_A_BANA_A.tif,banana,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,BARL,PhysArea,spam2017V2r1_SSA_A_BARL_A.tif,barley,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,BEAN,PhysArea,spam2017V2r1_SSA_A_BEAN_A.tif,bean,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,CASS,PhysArea,spam2017V2r1_SSA_A_CASS_A.tif,cassava,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,CHIC,PhysArea,spam2017V2r1_SSA_A_CHIC_A.tif,chickpea,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,CNUT,PhysArea,spam2017V2r1_SSA_A_CNUT_A.tif,coconut,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,COCO,PhysArea,spam2017V2r1_SSA_A_COCO_A.tif,cocoa,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,COTT,PhysArea,spam2017V2r1_SSA_A_COTT_A.tif,cotton,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,COWP,PhysArea,spam2017V2r1_SSA_A_COWP_A.tif,cowpea,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,GROU,PhysArea,spam2017V2r1_SSA_A_GROU_A.tif,groundnut,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,LENT,PhysArea,spam2017V2r1_SSA_A_LENT_A.tif,lentil,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,MAIZ,PhysArea,spam2017V2r1_SSA_A_MAIZ_A.tif,maize,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,OCER,PhysArea,spam2017V2r1_SSA_A_OCER_A.tif,other cereals,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,OFIB,PhysArea,spam2017V2r1_SSA_A_OFIB_A.tif,other fibre crops,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,OILP,PhysArea,spam2017V2r1_SSA_A_OILP_A.tif,oilpalm,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,OOIL,PhysArea,spam2017V2r1_SSA_A_OOIL_A.tif,other oil crops,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,OPUL,PhysArea,spam2017V2r1_SSA_A_OPUL_A.tif,other pulses,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,ORTS,PhysArea,spam2017V2r1_SSA_A_ORTS_A.tif,other roots,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,PIGE,PhysArea,spam2017V2r1_SSA_A_PIGE_A.tif,pigeonpea,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,PLNT,PhysArea,spam2017V2r1_SSA_A_PLNT_A.tif,plantain,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,PMIL,PhysArea,spam2017V2r1_SSA_A_PMIL_A.tif,pearl millet,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,POTA,PhysArea,spam2017V2r1_SSA_A_POTA_A.tif,potato,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,RAPE,PhysArea,spam2017V2r1_SSA_A_RAPE_A.tif,rapeseed,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,RCOF,PhysArea,spam2017V2r1_SSA_A_RCOF_A.tif,robusta coffee,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,REST,PhysArea,spam2017V2r1_SSA_A_REST_A.tif,rest of crops,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,RICE,PhysArea,spam2017V2r1_SSA_A_RICE_A.tif,rice,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,SESA,PhysArea,spam2017V2r1_SSA_A_SESA_A.tif,sesameseed,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,SMIL,PhysArea,spam2017V2r1_SSA_A_SMIL_A.tif,small millet,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,SORG,PhysArea,spam2017V2r1_SSA_A_SORG_A.tif,sorghum,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,SOYB,PhysArea,spam2017V2r1_SSA_A_SOYB_A.tif,soybean,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,SUGB,PhysArea,spam2017V2r1_SSA_A_SUGB_A.tif,sugarbeet,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,SUGC,PhysArea,spam2017V2r1_SSA_A_SUGC_A.tif,sugarcane,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,SUNF,PhysArea,spam2017V2r1_SSA_A_SUNF_A.tif,sunflower,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,SWPO,PhysArea,spam2017V2r1_SSA_A_SWPO_A.tif,sweet potato,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,TEAS,PhysArea,spam2017V2r1_SSA_A_TEAS_A.tif,tea,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,TEMF,PhysArea,spam2017V2r1_SSA_A_TEMF_A.tif,temperate fruit,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,TOBA,PhysArea,spam2017V2r1_SSA_A_TOBA_A.tif,tobacco,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,TROF,PhysArea,spam2017V2r1_SSA_A_TROF_A.tif,tropical fruit,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,VEGE,PhysArea,spam2017V2r1_SSA_A_VEGE_A.tif,vegetables,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,WHEA,PhysArea,spam2017V2r1_SSA_A_WHEA_A.tif,wheat,all technologies,spam2017v2r1_ssa_phys_area.geotiff
A,YAMS,PhysArea,spam2017V2r1_SSA_A_YAMS_A.tif,yams,all technologies,spam2017v2r1_ssa_phys_area.geotiff
H,ACOF,PhysArea,spam2017V2r1_SSA_A_ACOF_H.tif,arabica coffee,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,BANA,PhysArea,spam2017V2r1_SSA_A_BANA_H.tif,banana,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,BARL,PhysArea,spam2017V2r1_SSA_A_BARL_H.tif,barley,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,BEAN,PhysArea,spam2017V2r1_SSA_A_BEAN_H.tif,bean,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,CASS,PhysArea,spam2017V2r1_SSA_A_CASS_H.tif,cassava,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,CHIC,PhysArea,spam2017V2r1_SSA_A_CHIC_H.tif,chickpea,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,CNUT,PhysArea,spam2017V2r1_SSA_A_CNUT_H.tif,coconut,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,COCO,PhysArea,spam2017V2r1_SSA_A_COCO_H.tif,cocoa,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,COTT,PhysArea,spam2017V2r1_SSA_A_COTT_H.tif,cotton,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,COWP,PhysArea,spam2017V2r1_SSA_A_COWP_H.tif,cowpea,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,GROU,PhysArea,spam2017V2r1_SSA_A_GROU_H.tif,groundnut,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,LENT,PhysArea,spam2017V2r1_SSA_A_LENT_H.tif,lentil,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,MAIZ,PhysArea,spam2017V2r1_SSA_A_MAIZ_H.tif,maize,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,OCER,PhysArea,spam2017V2r1_SSA_A_OCER_H.tif,other cereals,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,OFIB,PhysArea,spam2017V2r1_SSA_A_OFIB_H.tif,other fibre crops,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,OILP,PhysArea,spam2017V2r1_SSA_A_OILP_H.tif,oilpalm,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,OOIL,PhysArea,spam2017V2r1_SSA_A_OOIL_H.tif,other oil crops,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,OPUL,PhysArea,spam2017V2r1_SSA_A_OPUL_H.tif,other pulses,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,ORTS,PhysArea,spam2017V2r1_SSA_A_ORTS_H.tif,other roots,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,PIGE,PhysArea,spam2017V2r1_SSA_A_PIGE_H.tif,pigeonpea,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,PLNT,PhysArea,spam2017V2r1_SSA_A_PLNT_H.tif,plantain,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,PMIL,PhysArea,spam2017V2r1_SSA_A_PMIL_H.tif,pearl millet,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,POTA,PhysArea,spam2017V2r1_SSA_A_POTA_H.tif,potato,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,RAPE,PhysArea,spam2017V2r1_SSA_A_RAPE_H.tif,rapeseed,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,RCOF,PhysArea,spam2017V2r1_SSA_A_RCOF_H.tif,robusta coffee,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,REST,PhysArea,spam2017V2r1_SSA_A_REST_H.tif,rest of crops,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,RICE,PhysArea,spam2017V2r1_SSA_A_RICE_H.tif,rice,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,SESA,PhysArea,spam2017V2r1_SSA_A_SESA_H.tif,sesameseed,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,SMIL,PhysArea,spam2017V2r1_SSA_A_SMIL_H.tif,small millet,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,SORG,PhysArea,spam2017V2r1_SSA_A_SORG_H.tif,sorghum,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,SOYB,PhysArea,spam2017V2r1_SSA_A_SOYB_H.tif,soybean,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,SUGB,PhysArea,spam2017V2r1_SSA_A_SUGB_H.tif,sugarbeet,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,SUGC,PhysArea,spam2017V2r1_SSA_A_SUGC_H.tif,sugarcane,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,SUNF,PhysArea,spam2017V2r1_SSA_A_SUNF_H.tif,sunflower,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,SWPO,PhysArea,spam2017V2r1_SSA_A_SWPO_H.tif,sweet potato,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,TEAS,PhysArea,spam2017V2r1_SSA_A_TEAS_H.tif,tea,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,TEMF,PhysArea,spam2017V2r1_SSA_A_TEMF_H.tif,temperate fruit,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,TOBA,PhysArea,spam2017V2r1_SSA_A_TOBA_H.tif,tobacco,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,TROF,PhysArea,spam2017V2r1_SSA_A_TROF_H.tif,tropical fruit,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,VEGE,PhysArea,spam2017V2r1_SSA_A_VEGE_H.tif,vegetables,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,WHEA,PhysArea,spam2017V2r1_SSA_A_WHEA_H.tif,wheat,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
H,YAMS,PhysArea,spam2017V2r1_SSA_A_YAMS_H.tif,yams,rainfed high inputs,spam2017v2r1_ssa_phys_area.geotiff
I,ACOF,PhysArea,spam2017V2r1_SSA_A_ACOF_I.tif,arabica coffee,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,BANA,PhysArea,spam2017V2r1_SSA_A_BANA_I.tif,banana,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,BARL,PhysArea,spam2017V2r1_SSA_A_BARL_I.tif,barley,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,BEAN,PhysArea,spam2017V2r1_SSA_A_BEAN_I.tif,bean,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,CASS,PhysArea,spam2017V2r1_SSA_A_CASS_I.tif,cassava,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,CHIC,PhysArea,spam2017V2r1_SSA_A_CHIC_I.tif,chickpea,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,CNUT,PhysArea,spam2017V2r1_SSA_A_CNUT_I.tif,coconut,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,COCO,PhysArea,spam2017V2r1_SSA_A_COCO_I.tif,cocoa,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,COTT,PhysArea,spam2017V2r1_SSA_A_COTT_I.tif,cotton,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,COWP,PhysArea,spam2017V2r1_SSA_A_COWP_I.tif,cowpea,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,GROU,PhysArea,spam2017V2r1_SSA_A_GROU_I.tif,groundnut,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,LENT,PhysArea,spam2017V2r1_SSA_A_LENT_I.tif,lentil,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,MAIZ,PhysArea,spam2017V2r1_SSA_A_MAIZ_I.tif,maize,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,OCER,PhysArea,spam2017V2r1_SSA_A_OCER_I.tif,other cereals,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,OFIB,PhysArea,spam2017V2r1_SSA_A_OFIB_I.tif,other fibre crops,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,OILP,PhysArea,spam2017V2r1_SSA_A_OILP_I.tif,oilpalm,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,OOIL,PhysArea,spam2017V2r1_SSA_A_OOIL_I.tif,other oil crops,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,OPUL,PhysArea,spam2017V2r1_SSA_A_OPUL_I.tif,other pulses,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,ORTS,PhysArea,spam2017V2r1_SSA_A_ORTS_I.tif,other roots,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,PIGE,PhysArea,spam2017V2r1_SSA_A_PIGE_I.tif,pigeonpea,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,PLNT,PhysArea,spam2017V2r1_SSA_A_PLNT_I.tif,plantain,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,PMIL,PhysArea,spam2017V2r1_SSA_A_PMIL_I.tif,pearl millet,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,POTA,PhysArea,spam2017V2r1_SSA_A_POTA_I.tif,potato,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,RAPE,PhysArea,spam2017V2r1_SSA_A_RAPE_I.tif,rapeseed,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,RCOF,PhysArea,spam2017V2r1_SSA_A_RCOF_I.tif,robusta coffee,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,REST,PhysArea,spam2017V2r1_SSA_A_REST_I.tif,rest of crops,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,RICE,PhysArea,spam2017V2r1_SSA_A_RICE_I.tif,rice,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,SESA,PhysArea,spam2017V2r1_SSA_A_SESA_I.tif,sesameseed,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,SMIL,PhysArea,spam2017V2r1_SSA_A_SMIL_I.tif,small millet,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,SORG,PhysArea,spam2017V2r1_SSA_A_SORG_I.tif,sorghum,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,SOYB,PhysArea,spam2017V2r1_SSA_A_SOYB_I.tif,soybean,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,SUGB,PhysArea,spam2017V2r1_SSA_A_SUGB_I.tif,sugarbeet,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,SUGC,PhysArea,spam2017V2r1_SSA_A_SUGC_I.tif,sugarcane,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,SUNF,PhysArea,spam2017V2r1_SSA_A_SUNF_I.tif,sunflower,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,SWPO,PhysArea,spam2017V2r1_SSA_A_SWPO_I.tif,sweet potato,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,TEAS,PhysArea,spam2017V2r1_SSA_A_TEAS_I.tif,tea,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,TEMF,PhysArea,spam2017V2r1_SSA_A_TEMF_I.tif,temperate fruit,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,TOBA,PhysArea,spam2017V2r1_SSA_A_TOBA_I.tif,tobacco,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,TROF,PhysArea,spam2017V2r1_SSA_A_TROF_I.tif,tropical fruit,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,VEGE,PhysArea,spam2017V2r1_SSA_A_VEGE_I.tif,vegetables,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,WHEA,PhysArea,spam2017V2r1_SSA_A_WHEA_I.tif,wheat,irrigated,spam2017v2r1_ssa_phys_area.geotiff
I,YAMS,PhysArea,spam2017V2r1_SSA_A_YAMS_I.tif,yams,irrigated,spam2017v2r1_ssa_phys_area.geotiff
L,ACOF,PhysArea,spam2017V2r1_SSA_A_ACOF_L.tif,arabica coffee,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,BANA,PhysArea,spam2017V2r1_SSA_A_BANA_L.tif,banana,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,BARL,PhysArea,spam2017V2r1_SSA_A_BARL_L.tif,barley,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,BEAN,PhysArea,spam2017V2r1_SSA_A_BEAN_L.tif,bean,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,CASS,PhysArea,spam2017V2r1_SSA_A_CASS_L.tif,cassava,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,CHIC,PhysArea,spam2017V2r1_SSA_A_CHIC_L.tif,chickpea,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,CNUT,PhysArea,spam2017V2r1_SSA_A_CNUT_L.tif,coconut,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,COCO,PhysArea,spam2017V2r1_SSA_A_COCO_L.tif,cocoa,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,COTT,PhysArea,spam2017V2r1_SSA_A_COTT_L.tif,cotton,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,COWP,PhysArea,spam2017V2r1_SSA_A_COWP_L.tif,cowpea,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,GROU,PhysArea,spam2017V2r1_SSA_A_GROU_L.tif,groundnut,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,LENT,PhysArea,spam2017V2r1_SSA_A_LENT_L.tif,lentil,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,MAIZ,PhysArea,spam2017V2r1_SSA_A_MAIZ_L.tif,maize,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
