TechCode,CropCode,Variable,Filename,Crop,Tech,Archive
L,OCER,PhysArea,spam2017V2r1_SSA_A_OCER_L.tif,other cereals,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,OFIB,PhysArea,spam2017V2r1_SSA_A_OFIB_L.tif,other fibre crops,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,OILP,PhysArea,spam2017V2r1_SSA_A_OILP_L.tif,oilpalm,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,OOIL,PhysArea,spam2017V2r1_SSA_A_OOIL_L.tif,other oil crops,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,OPUL,PhysArea,spam2017V2r1_SSA_A_OPUL_L.tif,other pulses,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,ORTS,PhysArea,spam2017V2r1_SSA_A_ORTS_L.tif,other roots,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,PIGE,PhysArea,spam2017V2r1_SSA_A_PIGE_L.tif,pigeonpea,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,PLNT,PhysArea,spam2017V2r1_SSA_A_PLNT_L.tif,plantain,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,PMIL,PhysArea,spam2017V2r1_SSA_A_PMIL_L.tif,pearl millet,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,POTA,PhysArea,spam2017V2r1_SSA_A_POTA_L.tif,potato,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,RAPE,PhysArea,spam2017V2r1_SSA_A_RAPE_L.tif,rapeseed,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,RCOF,PhysArea,spam2017V2r1_SSA_A_RCOF_L.tif,robusta coffee,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,REST,PhysArea,spam2017V2r1_SSA_A_REST_L.tif,rest of crops,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,RICE,PhysArea,spam2017V2r1_SSA_A_RICE_L.tif,rice,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,SESA,PhysArea,spam2017V2r1_SSA_A_SESA_L.tif,sesameseed,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,SMIL,PhysArea,spam2017V2r1_SSA_A_SMIL_L.tif,small millet,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,SORG,PhysArea,spam2017V2r1_SSA_A_SORG_L.tif,sorghum,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,SOYB,PhysArea,spam2017V2r1_SSA_A_SOYB_L.tif,soybean,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,SUGB,PhysArea,spam2017V2r1_SSA_A_SUGB_L.tif,sugarbeet,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,SUGC,PhysArea,spam2017V2r1_SSA_A_SUGC_L.tif,sugarcane,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,SUNF,PhysArea,spam2017V2r1_SSA_A_SUNF_L.tif,sunflower,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,SWPO,PhysArea,spam2017V2r1_SSA_A_SWPO_L.tif,sweet potato,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,TEAS,PhysArea,spam2017V2r1_SSA_A_TEAS_L.tif,tea,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,TEMF,PhysArea,spam2017V2r1_SSA_A_TEMF_L.tif,temperate fruit,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,TOBA,PhysArea,spam2017V2r1_SSA_A_TOBA_L.tif,tobacco,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,TROF,PhysArea,spam2017V2r1_SSA_A_TROF_L.tif,tropical fruit,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,VEGE,PhysArea,spam2017V2r1_SSA_A_VEGE_L.tif,vegetables,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,WHEA,PhysArea,spam2017V2r1_SSA_A_WHEA_L.tif,wheat,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
L,YAMS,PhysArea,spam2017V2r1_SSA_A_YAMS_L.tif,yams,rainfed low inputs,spam2017v2r1_ssa_phys_area.geotiff
R,ACOF,PhysArea,spam2017V2r1_SSA_A_ACOF_R.tif,arabica coffee,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,BANA,PhysArea,spam2017V2r1_SSA_A_BANA_R.tif,banana,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,BARL,PhysArea,spam2017V2r1_SSA_A_BARL_R.tif,barley,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,BEAN,PhysArea,spam2017V2r1_SSA_A_BEAN_R.tif,bean,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,CASS,PhysArea,spam2017V2r1_SSA_A_CASS_R.tif,cassava,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,CHIC,PhysArea,spam2017V2r1_SSA_A_CHIC_R.tif,chickpea,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,CNUT,PhysArea,spam2017V2r1_SSA_A_CNUT_R.tif,coconut,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,COCO,PhysArea,spam2017V2r1_SSA_A_COCO_R.tif,cocoa,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,COTT,PhysArea,spam2017V2r1_SSA_A_COTT_R.tif,cotton,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,COWP,PhysArea,spam2017V2r1_SSA_A_COWP_R.tif,cowpea,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,GROU,PhysArea,spam2017V2r1_SSA_A_GROU_R.tif,groundnut,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,LENT,PhysArea,spam2017V2r1_SSA_A_LENT_R.tif,lentil,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,MAIZ,PhysArea,spam2017V2r1_SSA_A_MAIZ_R.tif,maize,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,OCER,PhysArea,spam2017V2r1_SSA_A_OCER_R.tif,other cereals,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,OFIB,PhysArea,spam2017V2r1_SSA_A_OFIB_R.tif,other fibre crops,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,OILP,PhysArea,spam2017V2r1_SSA_A_OILP_R.tif,oilpalm,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,OOIL,PhysArea,spam2017V2r1_SSA_A_OOIL_R.tif,other oil crops,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,OPUL,PhysArea,spam2017V2r1_SSA_A_OPUL_R.tif,other pulses,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,ORTS,PhysArea,spam2017V2r1_SSA_A_ORTS_R.tif,other roots,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,PIGE,PhysArea,spam2017V2r1_SSA_A_PIGE_R.tif,pigeonpea,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,PLNT,PhysArea,spam2017V2r1_SSA_A_PLNT_R.tif,plantain,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,PMIL,PhysArea,spam2017V2r1_SSA_A_PMIL_R.tif,pearl millet,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,POTA,PhysArea,spam2017V2r1_SSA_A_POTA_R.tif,potato,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,RAPE,PhysArea,spam2017V2r1_SSA_A_RAPE_R.tif,rapeseed,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,RCOF,PhysArea,spam2017V2r1_SSA_A_RCOF_R.tif,robusta coffee,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,REST,PhysArea,spam2017V2r1_SSA_A_REST_R.tif,rest of crops,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,RICE,PhysArea,spam2017V2r1_SSA_A_RICE_R.tif,rice,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,SESA,PhysArea,spam2017V2r1_SSA_A_SESA_R.tif,sesameseed,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,SMIL,PhysArea,spam2017V2r1_SSA_A_SMIL_R.tif,small millet,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,SORG,PhysArea,spam2017V2r1_SSA_A_SORG_R.tif,sorghum,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,SOYB,PhysArea,spam2017V2r1_SSA_A_SOYB_R.tif,soybean,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,SUGB,PhysArea,spam2017V2r1_SSA_A_SUGB_R.tif,sugarbeet,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,SUGC,PhysArea,spam2017V2r1_SSA_A_SUGC_R.tif,sugarcane,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,SUNF,PhysArea,spam2017V2r1_SSA_A_SUNF_R.tif,sunflower,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,SWPO,PhysArea,spam2017V2r1_SSA_A_SWPO_R.tif,sweet potato,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,TEAS,PhysArea,spam2017V2r1_SSA_A_TEAS_R.tif,tea,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,TEMF,PhysArea,spam2017V2r1_SSA_A_TEMF_R.tif,temperate fruit,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,TOBA,PhysArea,spam2017V2r1_SSA_A_TOBA_R.tif,tobacco,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,TROF,PhysArea,spam2017V2r1_SSA_A_TROF_R.tif,tropical fruit,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,VEGE,PhysArea,spam2017V2r1_SSA_A_VEGE_R.tif,vegetables,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,WHEA,PhysArea,spam2017V2r1_SSA_A_WHEA_R.tif,wheat,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
R,YAMS,PhysArea,spam2017V2r1_SSA_A_YAMS_R.tif,yams,rainfed all,spam2017v2r1_ssa_phys_area.geotiff
S,ACOF,PhysArea,spam2017V2r1_SSA_A_ACOF_S.tif,arabica coffee,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,BANA,PhysArea,spam2017V2r1_SSA_A_BANA_S.tif,banana,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,BARL,PhysArea,spam2017V2r1_SSA_A_BARL_S.tif,barley,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,BEAN,PhysArea,spam2017V2r1_SSA_A_BEAN_S.tif,bean,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,CASS,PhysArea,spam2017V2r1_SSA_A_CASS_S.tif,cassava,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,CHIC,PhysArea,spam2017V2r1_SSA_A_CHIC_S.tif,chickpea,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,CNUT,PhysArea,spam2017V2r1_SSA_A_CNUT_S.tif,coconut,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,COCO,PhysArea,spam2017V2r1_SSA_A_COCO_S.tif,cocoa,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,COTT,PhysArea,spam2017V2r1_SSA_A_COTT_S.tif,cotton,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,COWP,PhysArea,spam2017V2r1_SSA_A_COWP_S.tif,cowpea,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,GROU,PhysArea,spam2017V2r1_SSA_A_GROU_S.tif,groundnut,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,LENT,PhysArea,spam2017V2r1_SSA_A_LENT_S.tif,lentil,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,MAIZ,PhysArea,spam2017V2r1_SSA_A_MAIZ_S.tif,maize,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,OCER,PhysArea,spam2017V2r1_SSA_A_OCER_S.tif,other cereals,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,OFIB,PhysArea,spam2017V2r1_SSA_A_OFIB_S.tif,other fibre crops,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,OILP,PhysArea,spam2017V2r1_SSA_A_OILP_S.tif,oilpalm,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,OOIL,PhysArea,spam2017V2r1_SSA_A_OOIL_S.tif,other oil crops,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,OPUL,PhysArea,spam2017V2r1_SSA_A_OPUL_S.tif,other pulses,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,ORTS,PhysArea,spam2017V2r1_SSA_A_ORTS_S.tif,other roots,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,PIGE,PhysArea,spam2017V2r1_SSA_A_PIGE_S.tif,pigeonpea,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,PLNT,PhysArea,spam2017V2r1_SSA_A_PLNT_S.tif,plantain,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,PMIL,PhysArea,spam2017V2r1_SSA_A_PMIL_S.tif,pearl millet,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,POTA,PhysArea,spam2017V2r1_SSA_A_POTA_S.tif,potato,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,RAPE,PhysArea,spam2017V2r1_SSA_A_RAPE_S.tif,rapeseed,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,RCOF,PhysArea,spam2017V2r1_SSA_A_RCOF_S.tif,robusta coffee,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,REST,PhysArea,spam2017V2r1_SSA_A_REST_S.tif,rest of crops,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,RICE,PhysArea,spam2017V2r1_SSA_A_RICE_S.tif,rice,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,SESA,PhysArea,spam2017V2r1_SSA_A_SESA_S.tif,sesameseed,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,SMIL,PhysArea,spam2017V2r1_SSA_A_SMIL_S.tif,small millet,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,SORG,PhysArea,spam2017V2r1_SSA_A_SORG_S.tif,sorghum,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,SOYB,PhysArea,spam2017V2r1_SSA_A_SOYB_S.tif,soybean,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,SUGB,PhysArea,spam2017V2r1_SSA_A_SUGB_S.tif,sugarbeet,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,SUGC,PhysArea,spam2017V2r1_SSA_A_SUGC_S.tif,sugarcane,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,SUNF,PhysArea,spam2017V2r1_SSA_A_SUNF_S.tif,sunflower,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,SWPO,PhysArea,spam2017V2r1_SSA_A_SWPO_S.tif,sweet potato,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,TEAS,PhysArea,spam2017V2r1_SSA_A_TEAS_S.tif,tea,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,TEMF,PhysArea,spam2017V2r1_SSA_A_TEMF_S.tif,temperate fruit,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,TOBA,PhysArea,spam2017V2r1_SSA_A_TOBA_S.tif,tobacco,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,TROF,PhysArea,spam2017V2r1_SSA_A_TROF_S.tif,tropical fruit,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,VEGE,PhysArea,spam2017V2r1_SSA_A_VEGE_S.tif,vegetables,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,WHEA,PhysArea,spam2017V2r1_SSA_A_WHEA_S.tif,wheat,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
S,YAMS,PhysArea,spam2017V2r1_SSA_A_YAMS_S.tif,yams,rainfed subsistence,spam2017v2r1_ssa_phys_area.geotiff
A,ACOF,Production,spam2017V2r1_SSA_P_ACOF_A.tif,arabica coffee,all technologies,spam2017v2r1_ssa_prod.geotiff
A,BANA,Production,spam2017V2r1_SSA_P_BANA_A.tif,banana,all technologies,spam2017v2r1_ssa_prod.geotiff
A,BARL,Production,spam2017V2r1_SSA_P_BARL_A.tif,barley,all technologies,spam2017v2r1_ssa_prod.geotiff
A,BEAN,Production,spam2017V2r1_SSA_P_BEAN_A.tif,bean,all technologies,spam2017v2r1_ssa_prod.geotiff
A,CASS,Production,spam2017V2r1_SSA_P_CASS_A.tif,cassava,all technologies,spam2017v2r1_ssa_prod.geotiff
A,CHIC,Production,spam2017V2r1_SSA_P_CHIC_A.tif,chickpea,all technologies,spam2017v2r1_ssa_prod.geotiff
A,CNUT,Production,spam2017V2r1_SSA_P_CNUT_A.tif,coconut,all technologies,spam2017v2r1_ssa_prod.geotiff
A,COCO,Production,spam2017V2r1_SSA_P_COCO_A.tif,cocoa,all technologies,spam2017v2r1_ssa_prod.geotiff
A,COTT,Production,spam2017V2r1_SSA_P_COTT_A.tif,cotton,all technologies,spam2017v2r1_ssa_prod.geotiff
A,COWP,Production,spam2017V2r1_SSA_P_COWP_A.tif,cowpea,all technologies,spam2017v2r1_ssa_prod.geotiff
A,GROU,Production,spam2017V2r1_SSA_P_GROU_A.tif,groundnut,all technologies,spam2017v2r1_ssa_prod.geotiff
A,LENT,Production,spam2017V2r1_SSA_P_LENT_A.tif,lentil,all technologies,spam2017v2r1_ssa_prod.geotiff
A,MAIZ,Production,spam2017V2r1_SSA_P_MAIZ_A.tif,maize,all technologies,spam2017v2r1_ssa_prod.geotiff
A,OCER,Production,spam2017V2r1_SSA_P_OCER_A.tif,other cereals,all technologies,spam2017v2r1_ssa_prod.geotiff
A,OFIB,Production,spam2017V2r1_SSA_P_OFIB_A.tif,other fibre crops,all technologies,spam2017v2r1_ssa_prod.geotiff
A,OILP,Production,spam2017V2r1_SSA_P_OILP_A.tif,oilpalm,all technologies,spam2017v2r1_ssa_prod.geotiff
A,OOIL,Production,spam2017V2r1_SSA_P_OOIL_A.tif,other oil crops,all technologies,spam2017v2r1_ssa_prod.geotiff
A,OPUL,Production,spam2017V2r1_SSA_P_OPUL_A.tif,other pulses,all technologies,spam2017v2r1_ssa_prod.geotiff
A,ORTS,Production,spam2017V2r1_SSA_P_ORTS_A.tif,other roots,all technologies,spam2017v2r1_ssa_prod.geotiff
A,PIGE,Production,spam2017V2r1_SSA_P_PIGE_A.tif,pigeonpea,all technologies,spam2017v2r1_ssa_prod.geotiff
A,PLNT,Production,spam2017V2r1_SSA_P_PLNT_A.tif,plantain,all technologies,spam2017v2r1_ssa_prod.geotiff
A,PMIL,Production,spam2017V2r1_SSA_P_PMIL_A.tif,pearl millet,all technologies,spam2017v2r1_ssa_prod.geotiff
A,POTA,Production,spam2017V2r1_SSA_P_POTA_A.tif,potato,all technologies,spam2017v2r1_ssa_prod.geotiff
A,RAPE,Production,spam2017V2r1_SSA_P_RAPE_A.tif,rapeseed,all technologies,spam2017v2r1_ssa_prod.geotiff
A,RCOF,Production,spam2017V2r1_SSA_P_RCOF_A.tif,robusta coffee,all technologies,spam2017v2r1_ssa_prod.geotiff
A,REST,Production,spam2017V2r1_SSA_P_REST_A.tif,rest of crops,all technologies,spam2017v2r1_ssa_prod.geotiff
A,RICE,Production,spam2017V2r1_SSA_P_RICE_A.tif,rice,all technologies,spam2017v2r1_ssa_prod.geotiff
A,SESA,Production,spam2017V2r1_SSA_P_SESA_A.tif,sesameseed,all technologies,spam2017v2r1_ssa_prod.geotiff
A,SMIL,Production,spam2017V2r1_SSA_P_SMIL_A.tif,small millet,all technologies,spam2017v2r1_ssa_prod.geotiff
A,SORG,Production,spam2017V2r1_SSA_P_SORG_A.tif,sorghum,all technologies,spam2017v2r1_ssa_prod.geotiff
A,SOYB,Production,spam2017V2r1_SSA_P_SOYB_A.tif,soybean,all technologies,spam2017v2r1_ssa_prod.geotiff
A,SUGB,Production,spam2017V2r1_SSA_P_SUGB_A.tif,sugarbeet,all technologies,spam2017v2r1_ssa_prod.geotiff
A,SUGC,Production,spam2017V2r1_SSA_P_SUGC_A.tif,sugarcane,all technologies,spam2017v2r1_ssa_prod.geotiff
A,SUNF,Production,spam2017V2r1_SSA_P_SUNF_A.tif,sunflower,all technologies,spam2017v2r1_ssa_prod.geotiff
A,SWPO,Production,spam2017V2r1_SSA_P_SWPO_A.tif,sweet potato,all technologies,spam2017v2r1_ssa_prod.geotiff
A,TEAS,Production,spam2017V2r1_SSA_P_TEAS_A.tif,tea,all technologies,spam2017v2r1_ssa_prod.geotiff
A,TEMF,Production,spam2017V2r1_SSA_P_TEMF_A.tif,temperate fruit,all technologies,spam2017v2r1_ssa_prod.geotiff
A,TOBA,Production,spam2017V2r1_SSA_P_TOBA_A.tif,tobacco,all technologies,spam2017v2r1_ssa_prod.geotiff
A,TROF,Production,spam2017V2r1_SSA_P_TROF_A.tif,tropical fruit,all technologies,spam2017v2r1_ssa_prod.geotiff
A,VEGE,Production,spam2017V2r1_SSA_P_VEGE_A.tif,vegetables,all technologies,spam2017v2r1_ssa_prod.geotiff
A,WHEA,Production,spam2017V2r1_SSA_P_WHEA_A.tif,wheat,all technologies,spam2017v2r1_ssa_prod.geotiff
A,YAMS,Production,spam2017V2r1_SSA_P_YAMS_A.tif,yams,all technologies,spam2017v2r1_ssa_prod.geotiff
H,ACOF,Production,spam2017V2r1_SSA_P_ACOF_H.tif,arabica coffee,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,BANA,Production,spam2017V2r1_SSA_P_BANA_H.tif,banana,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,BARL,Production,spam2017V2r1_SSA_P_BARL_H.tif,barley,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,BEAN,Production,spam2017V2r1_SSA_P_BEAN_H.tif,bean,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,CASS,Production,spam2017V2r1_SSA_P_CASS_H.tif,cassava,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,CHIC,Production,spam2017V2r1_SSA_P_CHIC_H.tif,chickpea,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,CNUT,Production,spam2017V2r1_SSA_P_CNUT_H.tif,coconut,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,COCO,Production,spam2017V2r1_SSA_P_COCO_H.tif,cocoa,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,COTT,Production,spam2017V2r1_SSA_P_COTT_H.tif,cotton,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,COWP,Production,spam2017V2r1_SSA_P_COWP_H.tif,cowpea,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,GROU,Production,spam2017V2r1_SSA_P_GROU_H.tif,groundnut,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,LENT,Production,spam2017V2r1_SSA_P_LENT_H.tif,lentil,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,MAIZ,Production,spam2017V2r1_SSA_P_MAIZ_H.tif,maize,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,OCER,Production,spam2017V2r1_SSA_P_OCER_H.tif,other cereals,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,OFIB,Production,spam2017V2r1_SSA_P_OFIB_H.tif,other fibre crops,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,OILP,Production,spam2017V2r1_SSA_P_OILP_H.tif,oilpalm,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,OOIL,Production,spam2017V2r1_SSA_P_OOIL_H.tif,other oil crops,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,OPUL,Production,spam2017V2r1_SSA_P_OPUL_H.tif,other pulses,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,ORTS,Production,spam2017V2r1_SSA_P_ORTS_H.tif,other roots,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,PIGE,Production,spam2017V2r1_SSA_P_PIGE_H.tif,pigeonpea,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,PLNT,Production,spam2017V2r1_SSA_P_PLNT_H.tif,plantain,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,PMIL,Production,spam2017V2r1_SSA_P_PMIL_H.tif,pearl millet,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,POTA,Production,spam2017V2r1_SSA_P_POTA_H.tif,potato,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,RAPE,Production,spam2017V2r1_SSA_P_RAPE_H.tif,rapeseed,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,RCOF,Production,spam2017V2r1_SSA_P_RCOF_H.tif,robusta coffee,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,REST,Production,spam2017V2r1_SSA_P_REST_H.tif,rest of crops,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,RICE,Production,spam2017V2r1_SSA_P_RICE_H.tif,rice,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,SESA,Production,spam2017V2r1_SSA_P_SESA_H.tif,sesameseed,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,SMIL,Production,spam2017V2r1_SSA_P_SMIL_H.tif,small millet,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,SORG,Production,spam2017V2r1_SSA_P_SORG_H.tif,sorghum,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,SOYB,Production,spam2017V2r1_SSA_P_SOYB_H.tif,soybean,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,SUGB,Production,spam2017V2r1_SSA_P_SUGB_H.tif,sugarbeet,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,SUGC,Production,spam2017V2r1_SSA_P_SUGC_H.tif,sugarcane,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,SUNF,Production,spam2017V2r1_SSA_P_SUNF_H.tif,sunflower,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,SWPO,Production,spam2017V2r1_SSA_P_SWPO_H.tif,sweet potato,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,TEAS,Production,spam2017V2r1_SSA_P_TEAS_H.tif,tea,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,TEMF,Production,spam2017V2r1_SSA_P_TEMF_H.tif,temperate fruit,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,TOBA,Production,spam2017V2r1_SSA_P_TOBA_H.tif,tobacco,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,TROF,Production,spam2017V2r1_SSA_P_TROF_H.tif,tropical fruit,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,VEGE,Production,spam2017V2r1_SSA_P_VEGE_H.tif,vegetables,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,WHEA,Production,spam2017V2r1_SSA_P_WHEA_H.tif,wheat,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
H,YAMS,Production,spam2017V2r1_SSA_P_YAMS_H.tif,yams,rainfed high inputs,spam2017v2r1_ssa_prod.geotiff
